REF_AREA,MEASURE,UNIT_MEASURE,AGE,SEX,EDUCATION_LEVEL,INCOME_GROUP,EMP_STATUS,TIME_PERIOD,OBS_VALUE,BREAKDOWN_V7_HH,V7 Breakdowns households
DEU,D1G_I,PT_POP,Y16T74,F,ME,Total,Total,2025,58.8753,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,C5B1_I,PT_POP,Y16T74,F,ME,Total,Total,2025,88.306,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1B_I,PT_POP,Y16T74,F,ME,Total,Total,2025,57.3959,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1U_I,PT_POP,Y16T74,F,ME,Total,Total,2025,27.1306,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G1_I,PT_POP,Y16T74,F,ME,Total,Total,2025,82.9945,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2B_I,PT_POP,Y16T74,F,ME,Total,Total,2025,7.0863,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1E_I,PT_POP,Y16T74,F,ME,Total,Total,2025,76.0983,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2_I,PT_POP,Y16T74,F,ME,Total,Total,2025,65.5166,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1H_I,PT_POP,Y16T74,F,ME,Total,Total,2025,46.5147,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4G_I,PT_POP,Y16T74,F,ME,Total,Total,2025,1.3672,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1A_I,PT_POP,Y16T74,F,ME,Total,Total,2025,46.0379,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,C5B_I,PT_POP,Y16T74,F,ME,Total,Total,2025,94.6458,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4I_I,PT_POP,Y16T74,F,ME,Total,Total,2025,0.8701000000000001,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1A_I,PT_POP,Y16T74,F,ME,Total,Total,2025,87.2778,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7D_I,PT_POP,Y16T74,F,ME,Total,Total,2025,35.2738,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7C_I,PT_POP,Y16T74,F,ME,Total,Total,2025,45.4184,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1G_I,PT_POP,Y16T74,F,ME,Total,Total,2025,55.2029,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,6.8184,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2I_I,PT_POP,Y16T74,F,ME,Total,Total,2023,5.3033,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,C5B1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,83.0573,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2H3_I,PT_POP,Y16T74,F,ME,Total,Total,2023,19.6966,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I7C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,51.8756,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,71.7811,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1M_I,PT_POP,Y16T74,F,ME,Total,Total,2023,19.0004,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2H4_I,PT_POP,Y16T74,F,ME,Total,Total,2023,8.2976,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2H2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,11.8218,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2J_I,PT_POP,Y16T74,F,ME,Total,Total,2023,6.3741,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1H_I,PT_POP,Y16T74,F,ME,Total,Total,2023,44.6062,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F1B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,53.92980000000001,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,47.1371,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1O_I,PT_POP,Y16T74,F,ME,Total,Total,2023,9.5985,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,77.9987,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F4A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,32.2143,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I9_I,PT_POP,Y16T74,F,ME,Total,Total,2023,21.127,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,61.442699999999995,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1D_I,PT_POP,Y16T74,F,ME,Total,Total,2023,36.2349,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1H_I,PT_POP,Y16T74,F,ME,Total,Total,2023,60.7877,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2M_I,PT_POP,Y16T74,F,ME,Total,Total,2023,7.493600000000001,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F2B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,34.924,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1E_I,PT_POP,Y16T74,F,ME,Total,Total,2023,68.8673,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2H1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,9.1659,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F4F_I,PT_POP,Y16T74,F,ME,Total,Total,2023,4.4113,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F2A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,58.8538,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,C5A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,95.8034,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1I_I,PT_POP,Y16T74,F,ME,Total,Total,2023,30.2435,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,11.4881,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,89.2165,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,8.979,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1K_I,PT_POP,Y16T74,F,ME,Total,Total,2023,1.1854,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1T_I,PT_POP,Y16T74,F,ME,Total,Total,2023,75.0856,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F2C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,29.362,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,88.5953,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,C5B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,94.7314,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,50.55159999999999,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2DBIS_I,PT_POP,Y16T74,F,ME,Total,Total,2023,8.5381,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,46.471,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I7A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,52.7624,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1F_I,PT_POP,Y16T74,F,ME,Total,Total,2023,64.87899999999999,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I8_I,PT_POP,Y16T74,F,ME,Total,Total,2023,25.8896,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F4G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,5.6684,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2N2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,3.1352,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2N1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,18.8054,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I7B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,36.6993,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1U_I,PT_POP,Y16T74,F,ME,Total,Total,2023,25.359,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2A1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,14.8092,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2B1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,9.1755,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,H1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,43.6241,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,F4J_I,PT_POP,Y16T74,F,ME,Total,Total,2023,2.9244,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,I7D_I,PT_POP,Y16T74,F,ME,Total,Total,2023,19.7948,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2A2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,3.8208,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,G2B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,45.9227,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2H4_I,PT_POP,Y16T74,F,ME,Total,Total,2023,10.4296,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1H_I,PT_POP,Y16T74,F,ME,Total,Total,2023,51.47239999999999,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,6.885199999999999,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2H3_I,PT_POP,Y16T74,F,ME,Total,Total,2023,21.6015,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,36.6915,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,69.0885,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1K_I,PT_POP,Y16T74,F,ME,Total,Total,2023,1.4338,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1M_I,PT_POP,Y16T74,F,ME,Total,Total,2023,6.4456,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2I_I,PT_POP,Y16T74,F,ME,Total,Total,2023,3.7099,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2H2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,10.8773,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,19.6112,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,C5A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,94.0521,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I8_I,PT_POP,Y16T74,F,ME,Total,Total,2023,33.954699999999995,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,30.2341,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,18.759,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I9_I,PT_POP,Y16T74,F,ME,Total,Total,2023,17.0561,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1T_I,PT_POP,Y16T74,F,ME,Total,Total,2023,54.020500000000006,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1D_I,PT_POP,Y16T74,F,ME,Total,Total,2023,18.2625,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,36.747,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1I_I,PT_POP,Y16T74,F,ME,Total,Total,2023,31.8375,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F1B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,27.9982,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4F_I,PT_POP,Y16T74,F,ME,Total,Total,2023,2.5275,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,55.8584,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2DBIS_I,PT_POP,Y16T74,F,ME,Total,Total,2023,4.1175999999999995,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,28.254800000000003,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1O_I,PT_POP,Y16T74,F,ME,Total,Total,2023,7.0252,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4J_I,PT_POP,Y16T74,F,ME,Total,Total,2023,2.962,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,8.242099999999999,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,55.1392,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,C5B1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,85.3189,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,48.118100000000005,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2M_I,PT_POP,Y16T74,F,ME,Total,Total,2023,6.326,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1U_I,PT_POP,Y16T74,F,ME,Total,Total,2023,16.6399,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,79.0771,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,5.3568,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2J_I,PT_POP,Y16T74,F,ME,Total,Total,2023,20.9158,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1E_I,PT_POP,Y16T74,F,ME,Total,Total,2023,62.1476,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,55.3215,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1H_I,PT_POP,Y16T74,F,ME,Total,Total,2023,45.1035,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,1.5449,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,7.8634,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,44.337,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2N1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,19.6145,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,C5B_I,PT_POP,Y16T74,F,ME,Total,Total,2023,93.1086,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,F4I_I,PT_POP,Y16T74,F,ME,Total,Total,2023,1.0038,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,D1A_I,PT_POP,Y16T74,F,ME,Total,Total,2023,83.8443,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2A1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,15.7926,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7D_I,PT_POP,Y16T74,F,ME,Total,Total,2023,34.8557,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2A2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,9.0704,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2B1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,13.2386,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,I7C_I,PT_POP,Y16T74,F,ME,Total,Total,2023,46.2227,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2H1_I,PT_POP,Y16T74,F,ME,Total,Total,2023,16.0076,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,G2N2_I,PT_POP,Y16T74,F,ME,Total,Total,2023,4.0172,F_ME,Female aged 16-74 with a middle level of educational attainment
DEU,H1G_I,PT_POP,Y16T74,F,ME,Total,Total,2023,54.00620000000001,F_ME,Female aged 16-74 with a middle level of educational attainment
FRA,D1F_I,PT_POP,Y16T74,F,HI,Total,Total,2025,82.89269999999999,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,G2I_I,PT_POP,Y16T74,F,HI,Total,Total,2025,10.7547,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,C5A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,99.4631,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I7D_I,PT_POP,Y16T74,F,HI,Total,Total,2025,24.2864,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1K_I,PT_POP,Y16T74,F,HI,Total,Total,2025,4.8481000000000005,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,69.4094,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1H_I,PT_POP,Y16T74,F,HI,Total,Total,2025,76.62219999999999,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,97.9172,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1X_I,PT_POP,Y16T74,F,HI,Total,Total,2025,46.8035,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,63.79559999999999,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1M_I,PT_POP,Y16T74,F,HI,Total,Total,2025,22.5535,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I9_I,PT_POP,Y16T74,F,HI,Total,Total,2025,21.8329,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F2B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,36.9767,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I8_I,PT_POP,Y16T74,F,HI,Total,Total,2025,38.4131,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1U_I,PT_POP,Y16T74,F,HI,Total,Total,2025,35.280899999999995,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,83.4547,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F4A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,32.2497,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,30.868,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F2C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,41.0987,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,G2G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,16.1383,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1H_I,PT_POP,Y16T74,F,HI,Total,Total,2025,67.56360000000001,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F2_I,PT_POP,Y16T74,F,HI,Total,Total,2025,97.1771,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1I_I,PT_POP,Y16T74,F,HI,Total,Total,2025,53.7126,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,84.5043,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,80.63860000000001,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F4F_I,PT_POP,Y16T74,F,HI,Total,Total,2025,0.9854,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F1B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,58.4896,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,H1D_I,PT_POP,Y16T74,F,HI,Total,Total,2025,63.373900000000006,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1E_I,PT_POP,Y16T74,F,HI,Total,Total,2025,83.3584,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,C5B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,99.3566,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1O_I,PT_POP,Y16T74,F,HI,Total,Total,2025,16.041900000000002,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I7B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,49.8523,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I7C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,74.0315,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F4J_I,PT_POP,Y16T74,F,HI,Total,Total,2025,2.1822999999999997,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,D1T_I,PT_POP,Y16T74,F,HI,Total,Total,2025,90.495,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,C5B1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,97.1687,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,I7A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,78.3055,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F4G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,1.379,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,G1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,92.1089,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F2B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,9.0764,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,G2G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,27.1459,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1H_I,PT_POP,Y16T74,F,HI,Total,Total,2025,76.5103,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F2C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,17.1661,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,74.8954,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1H_I,PT_POP,Y16T74,F,HI,Total,Total,2025,64.75,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F2_I,PT_POP,Y16T74,F,HI,Total,Total,2025,81.2296,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1K_I,PT_POP,Y16T74,F,HI,Total,Total,2025,4.2818000000000005,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,G1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,89.7486,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I7B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,39.7917,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I9_I,PT_POP,Y16T74,F,HI,Total,Total,2025,21.734,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F4A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,59.229699999999994,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,74.2835,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,C5B1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,95.7219,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I7A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,49.4238,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1U_I,PT_POP,Y16T74,F,HI,Total,Total,2025,34.9232,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I8_I,PT_POP,Y16T74,F,HI,Total,Total,2025,52.1131,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F4J_I,PT_POP,Y16T74,F,HI,Total,Total,2025,3.2017,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F1_I,PT_POP,Y16T74,F,HI,Total,Total,2025,66.753,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F4G_I,PT_POP,Y16T74,F,HI,Total,Total,2025,1.2533,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1D_I,PT_POP,Y16T74,F,HI,Total,Total,2025,38.7481,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,65.1284,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1E_I,PT_POP,Y16T74,F,HI,Total,Total,2025,85.4828,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1O_I,PT_POP,Y16T74,F,HI,Total,Total,2025,16.6919,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,C5A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,98.788,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,38.5538,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F4I_I,PT_POP,Y16T74,F,HI,Total,Total,2025,1.0582,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I7D_I,PT_POP,Y16T74,F,HI,Total,Total,2025,35.9739,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F1B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,44.777899999999995,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1T_I,PT_POP,Y16T74,F,HI,Total,Total,2025,82.1879,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,62.0464,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,C5B_I,PT_POP,Y16T74,F,HI,Total,Total,2025,98.4538,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,69.3865,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,I7C_I,PT_POP,Y16T74,F,HI,Total,Total,2025,59.9892,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1F_I,PT_POP,Y16T74,F,HI,Total,Total,2025,89.25380000000001,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,H1I_I,PT_POP,Y16T74,F,HI,Total,Total,2025,51.9335,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1M_I,PT_POP,Y16T74,F,HI,Total,Total,2025,17.9353,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1X_I,PT_POP,Y16T74,F,HI,Total,Total,2025,44.1872,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,G2I_I,PT_POP,Y16T74,F,HI,Total,Total,2025,8.2537,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,D1A_I,PT_POP,Y16T74,F,HI,Total,Total,2025,95.0721,F_HI,Female aged 16-74 with a high level of educational attainment
DEU,F4F_I,PT_POP,Y16T74,F,HI,Total,Total,2025,2.3309,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,G1_I,PT_POP,Y16T74,F,HI,Total,Total,2024,92.7868,F_HI,Female aged 16-74 with a high level of educational attainment
FRA,F4G_I,PT_POP,Y16T74,F,HI,Total,Total,2024,1.6896000000000002,F_HI,Female aged 16-74 with a high level of educational attainment
